0.000022675,N
0.768616780,A:min
4.874331065,C
8.850997732,D:min
10.832925170,A:min/b3
11.769387755,B:min
12.823696145,A:min
16.368798185,E
16.920680272,A:min
20.865306122,C
24.843832199,A:min
26.810929705,D:min
27.322448979,G
27.812244897,A:min
28.840816326,G
29.834580498,F
30.842063492,E
32.824489795,A:min
34.891065759,D:min
35.412244897,G
35.887619047,A:min
36.926077097,D:min
37.842811791,A:min
38.359183673,G
38.840816326,A:min
41.820408163,E
42.863832199,A:min
43.836734693,E
44.832653061,A:min
45.883900226,E
46.832653061,A:min
47.890566893,D:min
48.396371882,E
48.865306122,A:min
50.831292517,A:min
52.898526077,A:min
56.882585034,C
60.874875283,D:min
62.810634920,A:min/b3
63.817823129,B:min
64.834648526,A:min
68.326530612,E
68.848979591,A:min
72.857142857,C
76.845532879,A:min
78.818730158,D:min
79.314376417,G
79.917687074,A:min
80.810566893,G
81.795260770,F
82.852018140,E:7
84.866167800,A:min
86.922607709,D:min
87.386825396,G
87.890498866,A:min
88.833446712,D:min
89.882471655,A:min
90.245351473,G
90.920680272,A:min
92.862154195,A:min
93.826666666,E
94.874716553,A:min
95.862653061,E
96.858367346,A:min
97.818231292,E
98.882743764,A:min
99.866870748,D:min
100.326530612,E
100.852018140,A:min
102.858616780,A:min
104.866371882,A:min
108.895850340,C
112.846757369,C
114.751020408,E:min
117.410770975,A:min
129.346462585,C
137.298662131,A:min
141.386598639,D:min
142.354603174,G
143.380181405,A:min
145.371927437,G
147.322857142,F
149.338616780,E:7
152.335102040,E:7(b9)
153.282675736,A:min
157.258548752,D:min(6)
158.345736961,G:7
159.304761904,A:min
161.420702947,D:min
163.401564625,A:min
163.897641723,G
164.457142857,A:min
169.333560090,E
170.306009070,A:min
171.338775510,E
172.342857142,A:min
173.353696145,E
174.363401360,A:min
175.314285714,D:min
175.873764172,E:7
176.369682539,A:min
181.363265306,E
182.309773242,A:min
183.401723356,E
184.318367346,A:min
185.324467120,E
186.353605442,A:min
187.345895691,D:min
187.897732426,E
188.382471655,A:min
190.398344671,G
192.334693877,F
194.353854875,E:7
199.378843537,N
200.783673469,A:min
203.574444444,N
206.555102040,A:min
212.187755102,N
