0.000000000,N
0.325079365,Ab
1.611133786,B:dim
2.923242630,C:min
4.355260770,Db
7.523265306,C:min
8.914807256,G:(b6)
10.129750566,C:min
10.396802721,C:min/b3
11.284897959,G
15.528798185,N
17.356530612,C:min
19.237573696,F:min/5
21.063310657,C:min
22.981201814,F:min/5
24.781564625,C:min
26.621564625,G
28.461111111,C:min
29.373242630,F:min
29.833106575,G
32.066757369,C:min
33.877913832,F:min/5
35.720385487,C:min
37.594217687,F:min/5
39.384331065,C:min
41.083696145,G
42.923922902,C:min
43.781224489,F:min
44.682312925,D:7
45.626077097,G
46.549024943,C:min
48.298412698,F:min/5
50.085442176,C:min
51.908820861,F:min/5
53.658730158,C:min
55.427913832,G
57.295238095,C:min
58.235646258,F:min
58.645804988,G
60.985555555,C:min
62.682743764,F:min/5
64.493356009,C:min
66.327800453,F:min/5
68.162176870,C:min
69.994625850,G
71.819183673,C:min
73.618866213,D:7
75.511292517,G
77.186712018,G:7
79.040725623,C
80.851882086,D:min
82.686258503,C:min/b3
84.522176870,G
86.371043083,Ab
88.305487528,D:7
90.127755102,G:7
93.820226757,C:min
95.639160997,F:min
97.444648526,C:min
99.300136054,G
103.746757369,N
105.314104308,F:min
107.003560090,C:min
108.747414965,C#:dim
109.603628117,Ab
110.515646258,G
112.330907029,F:min
114.149297052,C:min
115.171383219,Db
118.560544217,C:min
119.417142857,G
120.287210884,C:min
121.363446712,F:7
122.499342403,C:min
123.707551020,F:min/b3
124.114920634,G
124.723378684,C:min
125.782494331,F:7
126.897052154,C:min
128.147981859,F:min/b3
128.580498866,G
129.131473922,C:min
130.275827664,F:7
131.343673469,C:min
132.585941043,F:min/b3
133.045986394,G
133.739410430,F:min/b3
134.170884353,G
134.707460317,C:min
135.848344671,F:min
136.431746031,G
141.209297052,N
142.727528344,C:min
144.671927437,F:min
146.494693877,C:min
148.271088435,F:min
150.015532879,C:min
151.799841269,G
153.736757369,C:min
154.679727891,F:min
155.159614512,G
157.448412698,C:min
159.320453514,F:min/5
161.158095238,C:min
162.991746031,F:min/5
164.826848072,C:min
166.615238095,G
168.372267573,C:min
170.263492063,D:7
171.151655328,G:7
172.059863945,C:min
173.855873015,F:min/5
175.448616780,C:min
177.403015873,F:min/5
178.999387755,C:min
180.647687074,G
182.454943310,C:min
183.367981859,F:min
183.872199546,G
186.039410430,C:min
187.743605442,F:min/5
189.519342403,C:min
191.239365079,F:min
193.097142857,C:min
194.919909297,G
196.703492063,C:min
200.411428571,F:min
202.071337868,C:min
203.882811791,C#:dim
204.811609977,Ab
205.705578231,G
207.511224489,F:min
209.344149659,C:min
210.361179138,Db
214.233786848,C:min
215.092244897,G
215.841428571,C:min
216.967256235,F:7
218.070204081,C:min
219.346938775,F:min/b3
219.785374149,G
220.321496598,C:min
221.420408163,F:7
222.513265306,C:min
223.780385487,F:min/b3
224.185374149,G
224.761632653,C:min
225.869387755,F:7
227.001678004,C:min
228.236530612,F:min/b3
228.644897959,G
229.361836734,F:min/b3
229.817188208,G
230.345464852,C:min
231.479115646,N
