0.000000000,N
0.290136054,C:min
0.818503401,Bb/3
1.489773242,Eb
3.065034013,F:min
3.621088435,Eb/3
4.313696145,Ab
5.874648526,C:min
6.473900226,Bb/3
7.118639455,Eb
8.729886621,F:min
9.250589569,Eb/3
9.961768707,Ab
11.554104308,C:min
12.236916099,Bb/3
12.769841269,Eb
14.353718820,F:min
14.895600907,Eb/3
15.571292517,Ab
17.194852607,C:min
17.847936507,Bb/3
18.413424036,Eb
19.985532879,F:min
20.532244897,Eb/3
21.208616780,Ab
22.803786848,C:min
23.336054421,Bb/3
23.974603174,Eb
25.609886621,F:min
26.155238095,Eb/3
26.837324263,Ab
28.475895691,C:min
29.014875283,Bb/3
29.751859410,Eb
31.289773242,F:min
31.802970521,Eb/3
32.484716553,Ab
34.097709750,F:min
35.509115646,C:min
36.916167800,Eb/3
38.337392290,Bb
39.774489795,F:min
41.201383219,C:min
42.556485260,Eb/3
43.978594104,Bb
46.813106575,Bb:min
48.226643990,B:dim7
49.657755102,C:min
50.210000000,Bb/3
50.899251700,Eb
52.465827664,F:min
53.041859410,Eb/3
53.720453514,Ab
55.321678004,C:min
55.843990929,Bb/3
56.561859410,Eb
58.121405895,F:min
58.689546485,Eb/3
59.381292517,Ab
60.930362811,C:min
61.466417233,Bb/3
62.169977324,Eb
63.791020408,F:min
64.289387755,Eb/3
65.004263038,Ab
66.572380952,C:min
67.114603174,Bb/3
67.825873015,Eb
69.417823129,F:min
70.089433106,Eb/3
70.698185941,Ab
72.249501133,F:min
73.669501133,C:min
75.081723356,Eb/3
76.473514739,Bb
77.873673469,F:min
79.353832199,C:min
80.720181405,Eb/3
82.158004535,Bb
84.956009070,Bb:min(b7,9)
87.793764172,F
90.575238095,C:min
92.723083900,Bb
93.460317460,F
96.240907029,C:min
97.602721088,F:7
99.056326530,Bb
101.881678004,Eb:7
104.649705215,D:min
107.490181405,G:sus4
108.912630385,G
110.241814058,C:min
113.795192743,Bb/3
114.378911564,Eb
115.986938775,F:min
116.494512471,Eb/3
117.194557823,Ab
118.830839002,C:min
119.418639455,Bb/3
120.074897959,Eb
121.642698412,F:min
122.194648526,Eb/3
122.850929705,Ab
124.485034013,F:min
125.898843537,C:min
127.309206349,Eb/3
128.755555555,Bb
130.130430839,F:min
131.538843537,C:min
132.922630385,Eb/3
134.354761904,Bb
137.194512471,Bb:min
138.588299319,B:dim7
140.017029478,C:min
140.562857142,Bb/3
141.251156462,Eb
142.834580498,F:min
143.330975056,Eb/3
144.099637188,Ab
145.802766439,C:min
146.366009070,Bb/3
146.898684807,Eb
148.636598639,F:min
149.194897959,Eb/3
149.724444444,Ab
151.266757369,F:min
152.718163265,C:min
154.124081632,Eb/3
155.459909297,Bb
156.891428571,F:min
158.347346938,C:min
159.740204081,Eb/3
161.155759637,Bb
163.973514739,Bb:min
166.783129251,F
169.628072562,C:min
171.751405895,Bb
172.469727891,F
175.270589569,C:min
176.660272108,F:7
178.067777777,Bb
180.883922902,Eb:7
183.731904761,D:min
186.564126984,G:sus4
188.000362811,G
189.374875283,C:min
189.955963718,Bb/3
190.627868480,Eb
192.261224489,F:min
192.852403628,Eb/3
193.503900226,Ab
195.215963718,C:min
195.709387755,Bb/3
196.226031746,Eb
197.950272108,F:min
198.500566893,Eb/3
199.012426303,Ab
200.602993197,C:(1)
201.155736961,D:(1)
201.667891156,Eb:(1)
202.163945578,F:(1)
202.692448979,G:(1)
203.035283446,Bb:(1)
203.313922902,C:min(9)
209.060861678,N
