0.441179138,C
1.979501133,F
3.430226757,D:min
4.927664399,G:sus4
5.775963718,G
6.782562358,C
8.310521541,F
9.008820861,D/3
9.640045351,C/G
10.385102040,G:7
11.078390022,C
16.497777777,B:7
18.107845804,E:min
19.580226757,A:sus4
20.382040816,A
21.154603174,D:min
21.832562358,C/E
22.563990929,F
23.330249433,D/3
24.123832199,G:sus4
25.585419501,G
27.086077097,C
28.537324263,B:7
30.122086167,E:min
31.602358276,A:sus4
32.333786848,A
33.059410430,D:min
34.554739229,F
35.996734693,G:7
37.651156462,C
40.513015873,F
42.131247165,D:min
43.595464852,G:sus4
44.339002267,G
45.147369614,A:7
46.588163265,D:min
48.134965986,G:sus4
48.938775510,G:7
49.647165532,C
52.587755102,F
54.065306122,D:min
55.613038548,G:sus4
56.393605442,G:7
57.162993197,C
58.595918367,F
60.137505668,C/G
60.847006802,G
61.624489795,C
66.097959183,B:7
67.591836734,E:min
69.055782312,A:sus4
69.836734693,A:7
70.483673469,D:min
71.276757369,C/3
72.065306122,F
72.775895691,D/3
73.669387755,G:sus4
75.136666666,G
76.659478458,C
78.040816326,B:7
79.559251700,E:min
81.031836734,A:sus4
81.780680272,A:7
82.558548752,D:min
84.044036281,F
85.577142857,G:7
87.138684807,C
90.046984126,F
91.538866213,D:min
93.065578231,G:sus4
93.777505668,G
94.528435374,A:7
96.055646258,D:min
97.628299319,G:sus4
98.382947845,G:7
99.089659863,C
102.239319727,F
103.781587301,D:min
105.296689342,G:sus4
106.150022675,G
107.073015873,C/3
108.663582766,F
109.360181405,D/3
110.126439909,G:sus4
110.852063492,G
111.629931972,C
113.879750566,N
115.823718820,C
120.128344671,99
