0.000000000,N
1.511473922,C
4.935532879,G:9
6.677528344,N
11.128843537,C
14.477414965,G:9
20.800907029,C
22.613514739,G
23.997324263,C
27.165396825,G:9
33.313605442,C
35.173492063,G
36.537142857,C
39.894693877,G:9
46.270770975,C
48.030748299,G
49.414467120,C
52.626666666,G:9
59.101768707,C
60.926961451,G
62.251179138,C
65.351088435,G:9
71.688344671,C
73.264535147,G
74.843219954,C
77.960997732,G:9
84.141564625,C
86.005351473,G
87.308276643,C
90.455374149,G:9
96.647528344,C
98.258458049,G
99.823560090,C
102.879160997,G:9
109.087074829,C
110.961473922,G
112.255736961,C
115.385691609,G:9
121.471496598,C
123.264331065,G
124.567505668,C
126.079501133,C:7
127.655804988,F
129.015532879,D:7
130.695215419,G
133.855396825,C
135.527596371,G
136.944195011,C
140.127437641,G:9
146.359773242,C
147.975714285,G
149.575646258,C
152.735170068,G:9
158.958140589,C
162.825056689,N
