0.000000000,N
2.861972789,G:maj(9)
6.315827664,A:min
9.938140589,D:min(6)
13.742811791,G
15.502494331,Bb
17.245442176,C:min
20.967619047,N
23.008412698,G:min(9)
25.727709750,A:min
29.582222222,Bb
33.816802721,G:min
37.627981859,A
42.861473922,G:min(9)
45.668117913,A:min
47.851836734,D:min(6)
51.014240362,G
52.916190476,Bb
54.897052154,Bb/2
56.740158730,C
59.911519274,G:min(9)
63.125986394,A:min
64.458594104,Bb
67.531836734,G:min
70.961836734,A:sus4
72.840997732,A:7
74.837913832,F#:min
76.680362811,F#:min(b6)/5
78.222244897,B:min(6)
79.910498866,C#
81.618140589,F#/5
84.910362811,D
86.122811791,B:min
88.254421768,F#:min
90.421179138,F#:min(b6)/5
91.558299319,B:min(6)
93.398185941,C#
98.302607709,G:min(9)
100.830430839,A:min
103.003718820,D:min(6)
107.670929705,G:min(9)
110.805623582,A:min
112.019319727,D:min
114.035260770,G
115.251564625,Bb
117.252244897,C
120.418684807,G:min(9)
123.623038548,A:min
124.867664399,Bb
126.857142857,G:min
130.027868480,A
133.299251700,F#:min
135.243582766,D
136.491791383,B:min
137.675986394,C#
139.670317460,F#/5
142.859931972,D
144.063219954,B:min
146.014149659,F#:min
148.043832199,D:maj7
149.207596371,B:min(6)
150.907346938,C#
157.222176870,G:min(9)
160.147460317,A:min
162.507551020,D:min(6)
169.434965986,N
