0.426507936,G
2.132902494,B:7
3.733197278,E:min
5.357324263,G:7
6.941201814,C
8.605056689,F
9.335759637,C
10.140770975,G
11.757074829,D/3
13.342018140,E:min
14.900907029,B:min
15.757278911,G
16.524353741,C
18.156439909,A:min7
19.791315192,D
22.940226757,G
24.527505668,B
26.141133786,E:min
27.678843537,G:7
29.340816326,A:min
32.493151927,D
35.724195011,C
37.317188208,A/3
38.933219954,G
40.565170068,E:min
42.212902494,D
43.684988662,B/3
45.349433106,E:min
46.909070294,D#:aug
48.524875283,G/5
50.125260770,A/3
51.716961451,C:maj6
54.869251700,D
58.093061224,G
59.684897959,B:7
61.338775510,E:min
62.900952380,G:7
64.533197278,C
66.173401360,A:min
67.671587301,F
68.524489795,C
69.316938775,G
70.888095238,D/3
72.532721088,E:min
74.053197278,B:min
74.877052154,G:7
75.700929705,C
77.373015873,A:min7
78.956326530,D
82.101088435,G
83.676349206,B
85.260612244,E:min
86.957256235,G:7
88.492675736,A:min
91.685192743,D
94.877120181,C
96.556167800,A/3
98.077664399,G
99.669342403,E:min
101.301043083,D
102.892517006,B/3
104.492653061,E:min
106.061088435,D#:aug
107.680453514,G/5
109.309115646,A/3
110.885283446,C:maj6
114.117097505,D
117.156122448,G:(1,5)
118.452993197,F:(1,5,9)
120.509501133,C
121.245419501,Bb
123.652925170,G:(1,5)
124.934535147,F:(1,5,9)
126.885192743,C
128.437392290,Bb
130.132879818,G
131.677120181,D/3
133.215011337,E:min
134.879206349,B:min
135.668775510,G:7
136.508934240,C
138.060294784,A:min
139.740907029,D
142.861020408,G
144.461043083,B:7
146.077414965,E:min
147.640000000,G:7
149.343356009,A:min
152.451541950,D
155.644829931,C
157.333424036,A/3
158.852925170,G
160.396326530,E:min
162.095011337,D
163.644988662,B/3
165.300657596,E:min
166.821247165,D#:aug
168.542471655,G/D
170.057188208,A/3
171.716621315,C:maj6
174.836916099,D
178.099342403,C
179.755600907,A/3
181.252630385,G
182.820702947,E:min
184.453083900,D
186.036349206,B/3
187.629002267,E:min
189.252925170,E:min/7
190.865011337,G/5
192.460544217,A/3
194.044897959,C:maj6
197.206734693,D
200.453310657,C
202.021020408,A/3
203.684852607,G
205.269909297,E:min
206.861111111,D
208.453151927,B/3
210.077800453,E:min
211.636961451,D#:aug
213.239682539,G/5
214.876598639,A/3
216.437278911,C:maj6
219.645011337,D
222.821133786,C
224.420952380,A/3
226.028888888,G
227.599478458,E:min
229.245396825,D
230.871315192,B/3
232.453061224,E:min
234.004693877,D#:aug
235.660884353,G/5
237.229274376,A/3
238.815623582,C
242.057392290,D
245.197437641,N
