0.000000000,N
0.938775510,A
1.709863945,D/5
2.959274376,A
3.681632653,D/5
4.875238095,A
5.543764172,D/5
6.779365079,E/4
7.447800453,A
8.637823129,A
9.340226757,D/5
10.553469387,A
11.273287981,D/5
12.480725623,A
13.223764172,D/5
14.440816326,E:add4
15.118367346,A
16.359183673,A
17.061224489,D/5
18.253061224,A
18.971428571,D/5
20.209659863,A
20.881632653,D/5
21.600362811,E/4
22.111201814,E:add4
22.807800453,A
23.974603174,A
24.682811791,D/5
25.867029478,A
26.575238095,D/5
27.794285714,A
28.479274376,D/5
29.222312925,E/4
29.692517006,E:add4
30.470385487,A
31.583673469,A
32.310566893,E/4
33.309024943,D/5
34.232018140,A
37.279637188,D
37.987845804,A
39.137233560,A
39.869387755,E/4
40.820680272,D/5
41.784308390,A
44.795918367,D
45.477551020,A
46.685714285,A
47.387755102,D/5
48.571428571,A
49.281632653,D/5
50.497959183,A
51.175510204,D/5
52.134603174,E/4
52.416326530,E:add4
53.102040816,A
54.301179138,A
54.987755102,D/5
56.187755102,A
56.944444444,D/5
58.116643990,A
58.816326530,D/5
59.779591836,E/4
60.008163265,E:add4
60.697959183,A
61.885714285,A
62.591836734,D/5
63.783673469,A
64.485714285,D/5
65.657142857,A
66.391836734,D/5
67.334693877,E/4
67.559183673,E:add4
68.269387755,A
69.436734693,A
70.135873015,E/4
71.082086167,D/5
72.010884353,A
75.046893424,D
75.749297052,A
76.897959183,A
77.595283446,E/4
78.535691609,D/5
79.487709750,A
82.517913832,D
83.208707482,A
84.400000000,A
85.110204081,D/5
86.310204081,A
87.012244897,D/5
88.195918367,A
88.897596371,D/5
89.797369614,E/4
90.073469387,E:add4
90.800000000,A
91.942857142,E
93.575510204,F#:min7
95.673469387,E/3
97.338458049,A
98.669387755,D
99.126530612,A
100.529319727,G
100.948752834,D/3
101.848979591,G
102.306122448,D
102.734693877,E
104.612244897,F#:min
106.509863945,E/3
108.334693877,A
109.706122448,D
110.179591836,E
112.282993197,E:7/3
114.172517006,A:add9
115.751473922,E:7/b7
117.812040816,A
118.549478458,E/4
119.484081632,D/5
120.412879818,A
123.448888888,D
124.157097505,A
125.281632653,A
126.003083900,E/4
126.989931972,D/5
127.889705215,A
130.873469387,D
131.676553287,A
132.719455782,D
133.429024943,A
134.589274376,D
135.952834467,D [riff]
139.662222222,A
140.323990929,D/5
141.514013605,A
142.169977324,D/5
143.352018140,A
144.004353741,D/5
145.113106575,E/4
145.798095238,A
146.918458049,A
147.626666666,D/5
148.802585034,A
149.443628117,D/5
150.572176870,A
151.270408163,D/5
152.409977324,E/4
153.054331065,A
154.203718820,A
154.929342403,E/4
155.875555555,D/5
156.786938775,A
159.782312925,D
160.449886621,A
161.600000000,A
162.290068027,E/4
163.242086167,D/5
164.130249433,A
167.119818594,D
167.816417233,A
171.534693877,D/5
172.710022675,A
173.389206349,D/5
174.561292517,E/4
175.264217687,A
176.407800453,A
177.104399092,D/5
178.309183673,A
178.981088435,D/5
180.107641723,A
180.794104308,D/4
181.901315192,E/4
182.655736961,A
183.821746031,A
184.511269841,D/5
185.658707482,A
186.380770975,D/5
187.477551020,A
188.207052154,D/5
189.294240362,E/4
189.993424036,A
191.100589569,A
191.824716553,D/5
192.928798185,A
193.674421768,D/5
194.780589569,A
195.465578231,D/5
196.665396825,E/4
197.340090702,A
198.408707482,A
199.114784580,D/5
200.254693877,A
200.968707482,D/5
202.106485260,A
202.837913832,D/5
203.962108843,A
214.093786848,N
